title,recommended_genres,true_genres
Jumpin' Jack Flash (1986),['Comedy'],"['Action', 'Comedy', 'Romance', 'Thriller']"
Peggy Sue Got Married (1986),"['Comedy', 'Romance']","['Comedy', 'Romance']"
Crocodile Dundee (1986),"['Adventure', 'Comedy']","['Adventure', 'Comedy']"
Crocodile Dundee II (1988),"['Adventure', 'Comedy']","['Adventure', 'Comedy']"
Tough Guys (1986),"['Action', 'Drama', 'Thriller']",['Comedy']
Soul Man (1986),['Comedy'],['Comedy']
"Color of Money, The (1986)",['Drama'],['Drama']
52 Pick-Up (1986),[],"['Action', 'Mystery', 'Thriller']"
Heartbreak Ridge (1986),[],"['Action', 'War']"
Firewalker (1986),[],['Adventure']
Three Amigos! (1986),['Comedy'],"['Comedy', 'Western']"
Gloria (1999),[],"['Drama', 'Thriller']"
Dry Cleaning (Nettoyage à sec) (1997),[],['Drama']
My Name Is Joe (1998),['Drama'],"['Drama', 'Romance']"
Still Crazy (1998),"['Comedy', 'Romance']","['Comedy', 'Romance']"
"Day of the Beast, The (El Día de la bestia) (1995)",[],"['Comedy', 'Horror', 'Thriller']"
Tinseltown (1998),[],['Comedy']
She's All That (1999),"['Comedy', 'Romance']","['Comedy', 'Romance']"
24-hour Woman (1998),['Drama'],['Drama']
"Blood, Guts, Bullets and Octane (1998)",[],"['Action', 'Comedy']"
Peeping Tom (1960),['Drama'],"['Drama', 'Horror', 'Thriller']"
Spanish Fly (1998),['Drama'],['Drama']
Payback (1999),[],"['Action', 'Thriller']"
Simply Irresistible (1999),[],"['Comedy', 'Romance']"
20 Dates (1998),[],['Comedy']
"Harmonists, The (1997)",[],['Drama']
"Last Days, The (1998)",[],['Documentary']
"Fantastic Planet, The (La Planète sauvage) (1973)",['Sci-Fi'],"['Animation', 'Sci-Fi']"
Blast from the Past (1999),['Comedy'],"['Comedy', 'Romance']"
Message in a Bottle (1999),['Comedy'],['Romance']
My Favorite Martian (1999),"['Comedy', 'Sci-Fi']","['Comedy', 'Sci-Fi']"
God Said 'Ha!' (1998),"['Comedy', 'Drama']",['Comedy']
Jawbreaker (1999),[],['Comedy']
October Sky (1999),['Drama'],['Drama']
Office Space (1999),"['Comedy', 'Sci-Fi']","['Comedy', 'Romance']"
"Apple, The (Sib) (1998)",['Drama'],['Drama']
200 Cigarettes (1999),[],"['Comedy', 'Drama']"
8MM (1999),[],['Thriller']
"Other Sister, The (1999)","['Comedy', 'Drama', 'Romance']","['Comedy', 'Drama', 'Romance']"
Breakfast of Champions (1999),['Comedy'],['Comedy']
"Breaks, The (1999)",[],['Drama']
Eight Days a Week (1997),['Comedy'],['Comedy']
Just the Ticket (1999),"['Comedy', 'Thriller']","['Comedy', 'Romance']"
"Long Goodbye, The (1973)","['Comedy', 'Thriller']",['Crime']
"Ballad of Narayama, The (Narayama Bushiko) (1982)",['Drama'],['Drama']
Pet Sematary (1989),['Horror'],['Horror']
Pet Sematary II (1992),['Horror'],['Horror']
Children of the Corn II: The Final Sacrifice (1993),['Horror'],['Horror']
Children of the Corn III (1994),['Horror'],['Horror']
Christine (1983),[],['Horror']
Night Shift (1982),['Horror'],['Comedy']
House on Haunted Hill (1958),['Comedy'],['Horror']
Airport (1970),['Drama'],['Drama']
Airport 1975 (1974),['Drama'],['Drama']
Airport '77 (1977),['Drama'],['Drama']
Rollercoaster (1977),"[""Children's""]","['Drama', 'Thriller']"
"Towering Inferno, The (1974)",['Action'],"['Action', 'Drama']"
Alligator (1980),['Drama'],"['Action', 'Horror', 'Sci-Fi']"
Meteor (1979),['Sci-Fi'],['Sci-Fi']
Westworld (1973),[],"['Action', 'Sci-Fi', 'Thriller', 'Western']"
Logan's Run (1976),['Action'],"['Action', 'Adventure', 'Sci-Fi']"
Planet of the Apes (1968),"['Action', 'Sci-Fi']","['Action', 'Sci-Fi']"
Beneath the Planet of the Apes (1970),"['Action', 'Sci-Fi']","['Action', 'Sci-Fi']"
Battle for the Planet of the Apes (1973),"['Action', 'Sci-Fi']","['Action', 'Sci-Fi']"
Conquest of the Planet of the Apes (1972),"['Action', 'Sci-Fi']","['Action', 'Sci-Fi']"
Escape from the Planet of the Apes (1971),"['Action', 'Sci-Fi']","['Action', 'Sci-Fi']"
Avalanche (1978),[],['Action']
Earthquake (1974),[],['Action']
"Concorde: Airport '79, The (1979)",['Drama'],['Drama']
Beyond the Poseidon Adventure (1979),"['Action', 'Adventure']",['Adventure']
Dancemaker (1998),[],['Documentary']
Analyze This (1999),['Drama'],['Comedy']
"Corruptor, The (1999)",[],"['Action', 'Crime', 'Drama', 'Thriller']"
Cruel Intentions (1999),['Drama'],['Drama']
"Lock, Stock & Two Smoking Barrels (1998)",['Comedy'],"['Comedy', 'Crime', 'Thriller']"
Six Ways to Sunday (1997),['Comedy'],['Comedy']
"School of Flesh, The (L' École de la chair) (1998)",['Drama'],['Drama']
Relax... It's Just Sex (1998),['Comedy'],['Comedy']
"Deep End of the Ocean, The (1999)",['Drama'],['Drama']
Harvest (1998),[],['Drama']
"Rage: Carrie 2, The (1999)",['Drama'],['Horror']
Wing Commander (1999),[],"['Action', 'Sci-Fi']"
"Haunting, The (1963)","['Horror', 'Thriller']","['Horror', 'Thriller']"
Dead Ringers (1988),[],"['Drama', 'Thriller']"
My Boyfriend's Back (1993),['Comedy'],['Comedy']
Village of the Damned (1960),"['Horror', 'Sci-Fi', 'Thriller']","['Horror', 'Sci-Fi', 'Thriller']"
Children of the Damned (1963),"['Horror', 'Sci-Fi', 'Thriller']","['Horror', 'Sci-Fi', 'Thriller']"
Baby Geniuses (1999),"['Comedy', 'Horror']",['Comedy']
Telling You (1998),"['Comedy', 'Romance']","['Comedy', 'Drama', 'Romance']"
I Stand Alone (Seul contre tous) (1998),"['Comedy', 'Drama']",['Drama']
Forces of Nature (1999),"['Comedy', 'Romance']","['Comedy', 'Romance']"
"King and I, The (1999)",[],"['Animation', ""Children's""]"
Ravenous (1999),[],"['Drama', 'Horror']"
True Crime (1999),"['Mystery', 'Thriller']","['Crime', 'Thriller']"
Bandits (1997),['Drama'],['Drama']
Beauty (1998),['Drama'],['Drama']
"Empty Mirror, The (1999)",['Drama'],['Drama']
"King and I, The (1956)",[],['Musical']
Doug's 1st Movie (1999),"[""Children's""]","['Animation', ""Children's""]"
EDtv (1999),[],['Comedy']
"Mod Squad, The (1999)",[],"['Action', 'Crime']"
Among Giants (1998),[],"['Drama', 'Romance']"
"Walk on the Moon, A (1999)","['Drama', 'Romance']","['Drama', 'Romance']"
"Matrix, The (1999)",[],"['Action', 'Sci-Fi', 'Thriller']"
10 Things I Hate About You (1999),"['Comedy', 'Romance']","['Comedy', 'Romance']"
Tango (1998),['Drama'],['Drama']
"Out-of-Towners, The (1999)",[],['Comedy']
"Dreamlife of Angels, The (La Vie rêvée des anges) (1998)",['Drama'],['Drama']
"Love, etc. (1996)",['Romance'],['Drama']
Metroland (1997),[],"['Comedy', 'Drama']"
"Sticky Fingers of Time, The (1997)",[],['Sci-Fi']
Following (1998),[],['Drama']
Go (1999),[],['Crime']
Never Been Kissed (1999),[],"['Comedy', 'Romance']"
Twin Dragons (Shuang long hui) (1992),"['Action', 'Comedy']","['Action', 'Comedy']"
Cookie's Fortune (1999),[],['Mystery']
Foolish (1999),[],['Comedy']
"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)",['Drama'],"['Drama', 'Romance']"
"Goodbye, Lover (1999)","['Comedy', 'Crime', 'Thriller']","['Comedy', 'Crime', 'Thriller']"
Life (1999),[],['Comedy']
Clubland (1998),[],['Drama']
Friends & Lovers (1999),"['Comedy', 'Drama', 'Romance']","['Comedy', 'Drama', 'Romance']"
Hideous Kinky (1998),[],['Drama']
Jeanne and the Perfect Guy (Jeanne et le garçon formidable) (1998),"['Comedy', 'Romance']","['Comedy', 'Romance']"
"Joyriders, The (1999)",[],['Drama']
"Monster, The (Il Mostro) (1994)",['Comedy'],['Comedy']
Open Your Eyes (Abre los ojos) (1997),['Drama'],"['Drama', 'Romance', 'Sci-Fi']"
Photographer (Fotoamator) (1998),[],['Documentary']
SLC Punk! (1998),[],"['Comedy', 'Drama']"
Lost & Found (1999),[],"['Comedy', 'Romance']"
Pushing Tin (1999),['Comedy'],['Comedy']
Election (1999),[],['Comedy']
eXistenZ (1999),[],"['Action', 'Sci-Fi', 'Thriller']"
"Little Bit of Soul, A (1998)",['Comedy'],['Comedy']
Mighty Peking Man (Hsing hsing wang) (1977),"['Adventure', 'Sci-Fi']","['Adventure', 'Sci-Fi']"
Nô (1998),[],['Drama']
Let it Come Down: The Life of Paul Bowles (1998),['Documentary'],['Documentary']
Entrapment (1999),[],"['Crime', 'Thriller']"
Idle Hands (1999),['Comedy'],"['Comedy', 'Horror']"
Get Real (1998),['Comedy'],['Drama']
Heaven (1998),['Thriller'],['Thriller']
"King of Masks, The (Bian Lian) (1996)",['Drama'],['Drama']
Three Seasons (1999),['Drama'],['Drama']
"Winslow Boy, The (1998)",['Drama'],['Drama']
Mildred Pierce (1945),[],['Drama']
Night of the Comet (1984),[],"['Action', 'Horror', 'Sci-Fi']"
Chopping Mall (a.k.a. Killbots) (1986),[],"['Action', 'Horror', 'Sci-Fi']"
My Science Project (1985),"['Adventure', 'Sci-Fi']","['Adventure', 'Sci-Fi']"
Dick Tracy (1990),"['Action', 'Comedy']","['Action', 'Crime']"
"Mummy, The (1999)","['Action', 'Horror']","['Action', 'Adventure', 'Horror', 'Thriller']"
"Castle, The (1997)",[],['Comedy']
Mascara (1999),[],['Drama']
This Is My Father (1998),['Drama'],"['Drama', 'Romance']"
Xiu Xiu: The Sent-Down Girl (Tian yu) (1998),['Drama'],"['Drama', 'Romance']"
"Midsummer Night's Dream, A (1999)",['Drama'],"['Comedy', 'Fantasy']"
Trippin' (1999),[],['Comedy']
After Life (1998),['Drama'],['Drama']
Black Mask (Hak hap) (1996),['Action'],['Action']
Edge of Seventeen (1998),"['Comedy', 'Drama', 'Romance']","['Comedy', 'Drama', 'Romance']"
Endurance (1998),[],"['Documentary', 'Drama']"
Star Wars: Episode I - The Phantom Menace (1999),"['Action', 'Adventure', 'Sci-Fi']","['Action', 'Adventure', 'Fantasy', 'Sci-Fi']"
"Love Letter, The (1999)","['Comedy', 'Drama', 'Romance']","['Comedy', 'Romance']"
Besieged (L' Assedio) (1998),[],['Drama']
Frogs for Snakes (1998),['Comedy'],"['Comedy', 'Film-Noir', 'Thriller']"
"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)",[],['Drama']
"Mummy, The (1932)",['Horror'],"['Horror', 'Romance']"
"Mummy, The (1959)",['Horror'],['Horror']
"Mummy's Curse, The (1944)",['Horror'],['Horror']
"Mummy's Ghost, The (1944)",['Horror'],['Horror']
"Mummy's Hand, The (1940)",['Horror'],['Horror']
"Mummy's Tomb, The (1942)",['Horror'],['Horror']
Mommie Dearest (1981),['Drama'],['Drama']
Superman (1978),"['Action', 'Adventure', 'Sci-Fi']","['Action', 'Adventure', 'Sci-Fi']"
Superman II (1980),"['Action', 'Adventure', 'Sci-Fi']","['Action', 'Adventure', 'Sci-Fi']"
Superman III (1983),"['Action', 'Adventure', 'Sci-Fi']","['Action', 'Adventure', 'Sci-Fi']"
Superman IV: The Quest for Peace (1987),"['Action', 'Adventure', 'Sci-Fi']","['Action', 'Adventure', 'Sci-Fi']"
Dracula (1931),['Horror'],['Horror']
Dracula (1958),['Horror'],['Horror']
House of Dracula (1945),['Horror'],['Horror']
House of Frankenstein (1944),['Horror'],['Horror']
Frankenstein (1931),['Horror'],['Horror']
Son of Frankenstein (1939),['Horror'],['Horror']
"Ghost of Frankenstein, The (1942)",['Horror'],['Horror']
Frankenstein Meets the Wolf Man (1943),['Horror'],['Horror']
"Curse of Frankenstein, The (1957)",['Horror'],['Horror']
Son of Dracula (1943),['Horror'],['Horror']
"Wolf Man, The (1941)",['Horror'],['Horror']
Howling II: Your Sister Is a Werewolf (1985),"['Comedy', 'Horror']",['Horror']
Tarantula (1955),['Drama'],"['Horror', 'Sci-Fi']"
"Rocky Horror Picture Show, The (1975)","['Comedy', 'Horror', 'Musical']","['Comedy', 'Horror', 'Musical', 'Sci-Fi']"
"Flying Saucer, The (1950)",['Sci-Fi'],['Sci-Fi']
It Came from Hollywood (1982),"['Comedy', 'Documentary']","['Comedy', 'Documentary']"
"Thing From Another World, The (1951)","['Drama', 'Thriller']",['Sci-Fi']
It Came from Outer Space (1953),"['Comedy', 'Sci-Fi']",['Sci-Fi']
"War of the Worlds, The (1953)",[],"['Action', 'Sci-Fi', 'War']"
It Came from Beneath the Sea (1955),['Sci-Fi'],['Sci-Fi']
Invasion of the Body Snatchers (1956),"['Horror', 'Sci-Fi']","['Horror', 'Sci-Fi']"
Earth Vs. the Flying Saucers (1956),"['Drama', 'Sci-Fi']",['Sci-Fi']
It Conquered the World (1956),[],['Sci-Fi']
"Mole People, The (1956)",['Sci-Fi'],['Sci-Fi']
Swamp Thing (1982),"['Drama', 'Horror', 'Sci-Fi']","['Horror', 'Sci-Fi']"
Pork Chop Hill (1959),[],['War']
"Run Silent, Run Deep (1958)",[],['War']
Notting Hill (1999),"['Comedy', 'Romance']","['Comedy', 'Romance']"
"Thirteenth Floor, The (1999)",[],"['Drama', 'Sci-Fi', 'Thriller']"
Eternity and a Day (Mia eoniotita ke mia mera ) (1998),['Drama'],['Drama']
"Loss of Sexual Innocence, The (1999)",['Drama'],['Drama']
Twice Upon a Yesterday (1998),"['Comedy', 'Drama', 'Romance']","['Comedy', 'Drama', 'Romance']"
Instinct (1999),['Thriller'],"['Drama', 'Thriller']"
Buena Vista Social Club (1999),['Drama'],['Documentary']
Desert Blue (1999),['Drama'],['Drama']
Finding North (1999),"['Comedy', 'Drama', 'Romance']","['Drama', 'Romance']"
Floating (1997),[],['Drama']
Free Enterprise (1998),[],"['Comedy', 'Romance', 'Sci-Fi']"
Limbo (1999),[],['Drama']
Austin Powers: The Spy Who Shagged Me (1999),['Comedy'],['Comedy']
Taxman (1999),[],"['Comedy', 'Drama']"
"Red Dwarf, The (Le Nain rouge) (1998)","['Comedy', 'Drama']","['Comedy', 'Drama']"
"Red Violin, The (Le Violon rouge) (1998)","['Comedy', 'Drama']","['Drama', 'Mystery']"
Tarzan (1999),"['Animation', ""Children's""]","['Animation', ""Children's""]"
"General's Daughter, The (1999)","['Drama', 'Thriller']","['Drama', 'Thriller']"
Get Bruce (1999),['Drama'],['Documentary']
"Ideal Husband, An (1999)",['Drama'],['Comedy']
"Legend of 1900, The (Leggenda del pianista sull'oceano) (1998)",[],['Drama']
Run Lola Run (Lola rennt) (1998),"['Action', 'Comedy']","['Action', 'Crime', 'Romance']"
Trekkies (1997),[],['Documentary']
Big Daddy (1999),['Comedy'],['Comedy']
"Boys, The (1997)",['Drama'],['Drama']
"Dinner Game, The (Le Dîner de cons) (1998)",['Comedy'],['Comedy']
My Son the Fanatic (1998),[],"['Comedy', 'Drama', 'Romance']"
Zone 39 (1997),['Sci-Fi'],['Sci-Fi']
Arachnophobia (1990),[],"['Action', 'Comedy', 'Sci-Fi', 'Thriller']"
"South Park: Bigger, Longer and Uncut (1999)",['Comedy'],"['Animation', 'Comedy']"
Wild Wild West (1999),['Western'],"['Action', 'Sci-Fi', 'Western']"
Summer of Sam (1999),['Drama'],['Drama']
Broken Vessels (1998),"['Drama', 'Thriller']",['Drama']
"Lovers on the Bridge, The (Les Amants du Pont-Neuf) (1991)","['Drama', 'Romance']","['Drama', 'Romance']"
"Late August, Early September (Fin août, début septembre) (1998)",['Drama'],['Drama']
American Pie (1999),"['Comedy', 'Drama']",['Comedy']
Arlington Road (1999),['Comedy'],['Thriller']
"Autumn Tale, An (Conte d'automne) (1998)","['Drama', 'Romance']",['Romance']
Muppets From Space (1999),['Comedy'],"[""Children's"", 'Comedy']"
"Blair Witch Project, The (1999)",['Horror'],['Horror']
My Life So Far (1999),['Drama'],['Drama']
Eyes Wide Shut (1999),['Drama'],['Drama']
Lake Placid (1999),[],"['Horror', 'Thriller']"
"Wood, The (1999)",['Drama'],['Drama']
"Velocity of Gary, The (1998)",[],"['Comedy', 'Romance']"
Ghostbusters (1984),"['Comedy', 'Horror']","['Comedy', 'Horror']"
Ghostbusters II (1989),"['Comedy', 'Horror']","['Comedy', 'Horror']"
Drop Dead Gorgeous (1999),['Comedy'],['Comedy']
"Haunting, The (1999)",[],"['Horror', 'Thriller']"
Inspector Gadget (1999),"['Action', 'Adventure', ""Children's"", 'Comedy']","['Action', 'Adventure', ""Children's"", 'Comedy']"
Trick (1999),[],['Romance']
Deep Blue Sea (1999),[],"['Action', 'Sci-Fi', 'Thriller']"
Mystery Men (1999),"['Action', 'Comedy']","['Action', 'Adventure', 'Comedy']"
Runaway Bride (1999),"['Sci-Fi', 'Thriller']","['Comedy', 'Romance']"
Twin Falls Idaho (1999),['Drama'],['Drama']
"Killing, The (1956)",[],"['Crime', 'Film-Noir']"
Killer's Kiss (1955),['Thriller'],['Film-Noir']
Spartacus (1960),['Drama'],['Drama']
Lolita (1962),['Drama'],['Drama']
Barry Lyndon (1975),['Drama'],['Drama']
"400 Blows, The (Les Quatre cents coups) (1959)",['Drama'],['Drama']
Jules and Jim (Jules et Jim) (1961),['Drama'],['Drama']
Vibes (1988),[],"['Adventure', 'Comedy']"
"Mosquito Coast, The (1986)",[],['Drama']
"Golden Child, The (1986)",['Comedy'],"['Action', 'Adventure', 'Comedy']"
Brighton Beach Memoirs (1986),['Comedy'],['Comedy']
Assassination (1987),['Action'],['Action']
Crimes of the Heart (1986),"['Comedy', 'Drama']","['Comedy', 'Drama']"
"Color Purple, The (1985)",['Drama'],['Drama']
"Kindred, The (1986)",[],['Horror']
No Mercy (1986),"['Action', 'Drama']","['Action', 'Thriller']"
Ménage (Tenue de soirée) (1986),['Drama'],"['Comedy', 'Drama']"
Native Son (1986),['Drama'],['Drama']
Otello (1986),[],['Drama']
"Mission, The (1986)",['Drama'],['Drama']
Little Shop of Horrors (1986),"['Comedy', 'Horror']","['Comedy', 'Horror', 'Musical']"
"Little Shop of Horrors, The (1960)","['Comedy', 'Horror']","['Comedy', 'Horror']"
Allan Quartermain and the Lost City of Gold (1987),[],"['Action', 'Adventure']"
"Morning After, The (1986)","['Drama', 'Mystery']","['Drama', 'Mystery']"
Radio Days (1987),['Comedy'],"['Comedy', 'Drama']"
From the Hip (1987),['Comedy'],['Comedy']
Outrageous Fortune (1987),['Comedy'],"['Comedy', 'Mystery']"
"Bedroom Window, The (1987)",['Thriller'],['Thriller']
Deadtime Stories (1987),['Comedy'],['Horror']
Light of Day (1987),['Drama'],['Drama']
Wanted: Dead or Alive (1987),"['Comedy', 'Horror']",['Action']
Frances (1982),['Drama'],['Drama']
Plenty (1985),['Comedy'],['Drama']
Dick (1999),['Comedy'],['Comedy']
"Gambler, The (A Játékos) (1997)",[],['Drama']
"Iron Giant, The (1999)","[""Children's""]","['Animation', ""Children's""]"
"Sixth Sense, The (1999)",['Thriller'],['Thriller']
"Thomas Crown Affair, The (1999)","['Action', 'Thriller']","['Action', 'Thriller']"
"Thomas Crown Affair, The (1968)",['Thriller'],"['Crime', 'Drama', 'Thriller']"
"Acid House, The (1998)",['Comedy'],"['Comedy', 'Drama']"
"Adventures of Sebastian Cole, The (1998)","['Adventure', ""Children's""]","['Comedy', 'Drama']"
Illuminata (1998),[],['Comedy']
Stiff Upper Lips (1998),[],['Comedy']
"Yards, The (1999)",[],"['Crime', 'Mystery']"
Bowfinger (1999),[],['Comedy']
Brokedown Palace (1999),['Drama'],['Drama']
Detroit Rock City (1999),['Comedy'],['Comedy']
Alice and Martin (Alice et Martin) (1998),['Drama'],['Drama']
Better Than Chocolate (1999),['Comedy'],"['Comedy', 'Romance']"
Head On (1998),[],['Drama']
"Marcello Mastroianni: I Remember Yes, I Remember (1997)",['Documentary'],['Documentary']
Cobra (1925),['Drama'],['Drama']
Never Talk to Strangers (1995),['Drama'],['Thriller']
Heaven Can Wait (1978),['Comedy'],['Comedy']
"Raven, The (1963)","['Horror', 'Thriller']","['Comedy', 'Horror']"
"Tingler, The (1959)",['Horror'],['Horror']
Pit and the Pendulum (1961),[],['Horror']
"Tomb of Ligeia, The (1965)",[],['Horror']
"Masque of the Red Death, The (1964)",[],['Horror']
Tales of Terror (1962),['Horror'],['Horror']
Haunted Honeymoon (1986),"['Comedy', 'Horror']",['Comedy']
Cat's Eye (1985),['Comedy'],['Horror']
And Now for Something Completely Different (1971),['Comedy'],['Comedy']
Damien: Omen II (1978),['Horror'],['Horror']
"Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)",['Horror'],['Horror']
Airplane! (1980),['Drama'],['Comedy']
Airplane II: The Sequel (1982),[],['Comedy']
"American Werewolf in Paris, An (1997)","['Comedy', 'Horror']","['Comedy', 'Horror']"
European Vacation (1985),['Comedy'],['Comedy']
Vacation (1983),['Comedy'],['Comedy']
Funny Farm (1988),['Comedy'],['Comedy']
Big (1988),['Comedy'],"['Comedy', 'Fantasy']"
Problem Child (1990),['Comedy'],['Comedy']
Problem Child 2 (1991),['Comedy'],['Comedy']
Little Nemo: Adventures in Slumberland (1992),"[""Children's"", 'Comedy']","['Animation', ""Children's""]"
Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),[],"['Drama', 'Romance']"
Tequila Sunrise (1988),[],"['Action', 'Romance', 'Thriller']"
"Pelican Brief, The (1993)",['Drama'],['Thriller']
"Christmas Story, A (1983)","['Comedy', 'Drama']","['Comedy', 'Drama']"
Mickey Blue Eyes (1999),[],"['Comedy', 'Romance']"
Teaching Mrs. Tingle (1999),"['Comedy', 'Romance']","['Comedy', 'Thriller']"
Universal Soldier: The Return (1999),"['Action', 'Sci-Fi']","['Action', 'Sci-Fi']"
Universal Soldier (1992),"['Action', 'Sci-Fi']","['Action', 'Sci-Fi']"
Love Stinks (1999),"['Comedy', 'Romance']",['Comedy']
Perfect Blue (1997),[],"['Animation', 'Mystery']"
With Friends Like These... (1998),"['Comedy', 'Drama']",['Comedy']
In Too Deep (1999),"['Action', 'Thriller']","['Action', 'Thriller']"
"Source, The (1999)",[],['Documentary']
"Bat, The (1959)",['Horror'],['Horror']
Iron Eagle (1986),"['Action', 'War']","['Action', 'War']"
